ESTADO,MUNICÍPIO,REGIONAL,Com qual gênero você se identifica?,Qual é a sua idade?,Qual é o seu grau de escolaridade?,Quantas pessoas vivem na sua casa?,Qual a renda mensal da sua família?,Faixa Renda,Renda Per Capita,Faixa Renda Per Capita,Salário utilizado para pagar a conta,"De 1 a 10, qual nota você dá para o fornecimento de energia sem interrupção, ou seja, não faltar luz na sua casa?","De 1 a 10, que nota você dá para a variação da energia, ou seja, sem ficar alternando luz forte com luz fraca na sua casa?","De 1 a 10, qual nota você atribui para a rapidez na volta da energia quando falta energia na sua casa, ou seja, o tempo que leva para a energia voltar, quando falta?","Alguma vez você recebeu algum aviso da EMPRESA DE ENERGIA, informando que você ficaria sem energia, por causa da realização de serviços para melhorar a rede elétrica?","Caso sim, como você ficou sabendo que a falta de energia aconteceu por causa de um serviço de melhoria da rede elétrica que tinha sido programado pela EMPRESA DE ENERGIA? (Citar os possíveis canais para medir qual o meio de comunicação mais eficaz)","De 1 a 10, como você avalia o aviso recebido?",A EMPRESA DE ENERGIA fornece orientações para evitar o desperdício de energia?,"A EMPRESA DE ENERGIA orienta o cliente sobre a medição do consumo de energia, ou seja, como se faz a leitura do medidor?",A EMPRESA DE ENERGIA informa aos clientes sobre os riscos e perigos da rede elétrica?,A EMPRESA DE ENERGIA esclarece aos clientes sobre seus direitos e deveres?,Você recebe mensalmente sua conta de luz?,Por onde você recebe sua conta de luz?,Dê uma nota de 1 até 10 para o prazo entre o recebimento da conta e o vencimento (pagamento) da conta.,"Dê uma nota de 1 até 10 para a conta de luz sem erros, ou seja, com a leitura do seu consumo correta.",Dê uma nota de 1 até 10 para a facilidade no entendimento das informações que estão na conta de luz.,"Dê uma nota de 1 até 10 para a disponibilidade de locais para pagamento (tais como bancos, internet, correios, rede comercial conveniada tais como supermercados, farmácias dentre outros). ",Dê uma nota de 1 até 10 para a data de vencimento da conta de luz.,Você sabia que é possível alterar a data do vencimento da sua fatura?,Mudar a data do vencimento te ajudaria?,"Você já entrou em contato com a EMPRESA DE ENERGIA, qual o canal de comunicação foi utilizado? (qual canal?)",Qual serviço foi solicitado?,Dê uma nota de 1 até 10 para a facilidade para entrar em contato com a empresa quando quiser pedir informações ou serviços.,"Qual nota você atribui para o tempo de espera de atendimento da EMPRESA DE ENERGIA, seja por telefone, agência EMPRESA DE ENERGIA ou colaborador em campo (eletricista, leiturista etc). (notas de 1 até 10)",Qual nota você atribui a agilidade/rapidez do atendimento ao consumidor (pessoa que o atende por telefone ou na agência da EMPRESA DE ENERGIA)? (nota de 1 até 10),"De 1 a 10, qual nota você atribui para o conhecimento que os colaboradores EMPRESA DE ENERGIA têm sobre o assunto, sobre conseguir responder suas dúvidas.","De 1 a 10, qual nota você atribui para facilidade de entendimento das informações dadas pela EMPRESA DE ENERGIA (as informações são claras e fáceis de entender)?","De 1 a 10, qual nota você atribui para a educação e gentileza da equipe?",Dê uma nota de 1 até 10 para o prazo informado pela empresa para a realização dos serviços solicitados pelo consumidor.,"Dê uma nota de 1 até 10 para solução definitiva do problema, ou seja, resolver o problema de uma vez.",Dê uma nota de 1 até 10 para o cumprimento do prazo informado pela empresa para resolver as solicitações dos consumidores.,A EMPRESA DE ENERGIA respeita os direitos dos consumidores?,A EMPRESA DE ENERGIA é justa com os consumidores?,"A EMPRESA DE ENERGIA investe na melhoria da qualidade do fornecimento de energia, ou seja, investe em melhorias do fornecimento de energia, como por exemplo, faz manutenção em transformadores, em fios, em postes etc?",A EMPRESA DE ENERGIA comunica aos seus consumidores sobre a sua atuação e atividades realizadas? (Nota de 1 até 10),"De 1 a 10, a EMPRESA DE ENERGIA combate o consumo irregular da energia elétrica, por exemplo fraudes como gatos, furto de energia etc?",A EMPRESA DE ENERGIA fornece atendimentos sem discriminação ou imparcialidade?,"A EMPRESA DE ENERGIA está disposta a negociar com seus clientes, como por exemplo em parcelamento de faturas?",A EMPRESA DE ENERGIA cuida do meio ambiente?,"A EMPRESA DE ENERGIA é uma empresa preparada organizada para atender casos de emergência (enchentes, deslizamentos de terra, incêndio, tempestades muito fortes com muito vento)?",SATISFACAO_GERAL,Quanto mais ou menos você paga por mês em sua conta de luz?,"Como você considera o valor da conta de energia de 1 a 5, onde 1 é muito caro, 3 normal e 5 muito barato?",Comprometimento (%)
PARÁ,SANTARÉM,OESTE,Masculino,41 - 50,Médio completo,2,2000.0,De 1501 a 2000,1000.0,De 901 a 1000,De 21 a 30%,6,4,10,Sim,Jornal,8.0,3,3,9,7,Sim,E-mail,10,9,10,10,4,Sim,Não,Não se Aplica,,10,8,7,9,9,6,6,6,6,7,3,5,3,8,6,3,8,3,9,263,2.0,13.15
PARÁ,SANTARÉM,OESTE,Masculino,Acima de 60,Médio completo,4,2666.6666666666665,De 2501 a 3000,666.6666666666666,De 601 a 700,De 41 a 50%,8,8,5,Não,,,6,5,7,6,Sim,E-mail,9,9,7,6,6,Sim,Não,Telefone 0800,Falta de energia,4,1,6,7,1,3,4,1,2,5,6,7,5,6,1,5,6,2,9,306,2.0,11.48
PARÁ,SANTARÉM,OESTE,Feminino,18 - 30,Pós Graduação/ Mestrado/ Doutorado,3,2900.0,De 2501 a 3000,966.6666666666666,De 901 a 1000,De 21 a 30%,3,3,8,Sim,Jornal,5.0,9,5,5,6,Sim,Site,10,6,8,9,8,Não,Não,Telefone 0800,Falta de energia,5,9,9,5,6,10,8,7,8,3,3,5,5,4,5,6,3,3,5,255,5.0,8.79
PARÁ,SANTARÉM,OESTE,Feminino,31 - 40,Médio completo,3,1600.0,De 1501 a 2000,533.3333333333334,De 501 a 600,De 51 a 60%,7,7,7,Sim,Rádio,9.0,8,9,5,3,Não,E-mail,8,9,8,8,6,Não,Sim,Telefone 0800,Informações gerais,6,9,6,7,10,5,9,5,8,6,7,8,8,8,2,6,2,6,6,314,2.0,19.62
PARÁ,SANTARÉM,OESTE,Masculino,31 - 40,Médio completo,3,1650.0,De 1501 a 2000,550.0,De 501 a 600,De 21 a 30%,7,7,6,Não,,,4,4,6,5,Sim,Impressa e entregue pelo leiturista,4,1,2,7,9,Não,Não,Telefone 0800,Informações gerais,6,10,9,5,8,6,5,6,9,3,4,5,6,8,5,4,8,3,7,152,3.0,9.21
PARÁ,SANTARÉM,OESTE,Masculino,31 - 40,Superior completo,3,3500.0,De 3001 a 3500,1166.6666666666667,De 1001 a 1500,De 31 a 40%,10,5,5,Sim,Jornal,10.0,10,4,10,8,Sim,E-mail,4,4,4,8,7,Sim,Não,Telefone 0800,Reclamação,6,7,7,6,9,9,7,5,7,3,2,10,5,5,3,5,7,8,9,384,3.0,10.97
PARÁ,SANTARÉM,OESTE,Feminino,Acima de 60,Pós Graduação/ Mestrado/ Doutorado,3,4000.0,De 3501 a 4000,1333.3333333333333,De 1001 a 1500,De 11 a 20%,1,1,3,Não,,,8,8,9,3,Sim,Site,10,8,1,7,8,Não,Sim,Telefone 0800,Falta de energia,6,9,8,5,4,1,3,9,10,5,9,4,8,4,8,3,2,10,5,175,3.0,4.38
PARÁ,SANTARÉM,OESTE,Masculino,31 - 40,Médio completo,4,2133.3333333333335,De 2001 a 2500,533.3333333333334,De 501 a 600,De 61 a 70%,4,4,7,Sim,Rádio,5.0,4,6,4,9,Sim,Impressa e entregue pelo leiturista,1,1,3,5,4,Não,Não,Telefone 0800,Informações gerais,7,5,9,9,7,9,10,9,8,7,3,3,4,6,6,5,6,6,6,350,2.0,16.41
PARÁ,SANTARÉM,OESTE,Masculino,18 - 30,Analfabeto,2,2300.0,De 2001 a 2500,1150.0,De 1001 a 1500,De 21 a 30%,9,9,10,Não,,,9,4,3,8,Não,Impressa e entregue pelo leiturista,9,10,1,9,2,Sim,Não,Telefone 0800,Informações gerais,7,9,9,8,9,6,6,7,9,5,8,3,5,4,8,7,2,6,6,350,2.0,15.22
PARÁ,SANTARÉM,OESTE,Masculino,Acima de 60,Fundamental completo,3,5000.0,De 4501 a 5000,1666.6666666666667,De 1501 a 2000,De 21 a 30%,10,10,10,Não,,,5,8,3,7,Não,Impressa e entregue pelo leiturista,5,4,5,8,1,Não,Não,Telefone 0800,Informações gerais,7,7,7,10,2,4,8,7,6,8,10,9,5,2,4,6,3,7,8,386,1.0,7.72
PARÁ,SANTARÉM,OESTE,Masculino,Acima de 60,Fundamental completo,5,3166.6666666666665,De 3001 a 3500,633.3333333333333,De 601 a 700,De 41 a 50%,1,1,9,Sim,Porteiro/ Síndico,4.0,7,6,8,5,Sim,Aplicativo,5,2,6,7,5,Não,Não,Telefone 0800,Falta de energia,9,6,6,6,9,4,9,7,7,10,2,10,8,9,6,9,1,8,8,268,1.0,8.46
PARÁ,SANTARÉM,OESTE,Masculino,31 - 40,Fundamental incompleto,2,1900.0,De 1501 a 2000,950.0,De 901 a 1000,De 21 a 30%,2,2,2,Sim,Carro de som,10.0,3,9,9,9,Sim,E-mail,8,9,10,8,9,Sim,Não,Telefone 0800,Falta de energia,10,5,6,10,7,10,8,5,10,5,2,1,4,7,3,8,7,7,5,220,1.0,11.58
PARÁ,SANTARÉM,OESTE,Feminino,41 - 50,Fundamental incompleto,4,2933.3333333333335,De 2501 a 3000,733.3333333333334,De 701 a 800,De 41 a 50%,6,6,3,Não,,,10,7,4,3,Sim,Impressa e entregue pelo leiturista,1,7,3,5,9,Sim,Não,WhatsApp,2ª via de conta,7,9,7,7,9,5,6,4,3,4,6,9,6,10,8,7,8,6,6,312,3.0,10.64
PARÁ,SANTARÉM,OESTE,Masculino,31 - 40,Médio completo,5,2500.0,De 2001 a 2500,500.0,De 401 a 500,De 81 a 90%,9,9,9,Não,,,5,6,9,6,Não,Impressa e entregue pelo leiturista,7,7,3,8,1,Não,Sim,WhatsApp,Informações gerais,8,10,6,8,5,3,5,10,10,2,4,3,6,10,8,3,7,2,9,409,3.0,16.36
PARÁ,SANTARÉM,OESTE,Feminino,18 - 30,Médio completo,3,1300.0,De 601 a 1500,433.3333333333333,De 401 a 500,De 101 a 150%,10,10,7,Sim,Carro de som,8.0,7,10,4,5,Não,Impressa e entregue pelo leiturista,5,5,3,3,9,Não,Não,WhatsApp,Informações gerais,10,8,3,7,10,4,10,7,7,1,3,6,3,3,4,7,10,4,6,472,1.0,36.31
PIAUÍ,CANTO DO BURITI,SUL,Masculino,31 - 40,Superior completo,4,6666.666666666667,Acima de 5000,1666.6666666666667,De 1501 a 2000,De 11 a 20%,9,9,5,Não,,,4,6,5,5,Sim,Aplicativo,7,9,8,9,9,Sim,Sim,Agência,Troca de Titularidade,1,4,4,1,2,4,1,4,1,4,3,5,5,4,3,3,4,4,5,203,3.0,3.04
PIAUÍ,CANTO DO BURITI,SUL,Masculino,Acima de 60,Superior completo,2,3500.0,De 3001 a 3500,1750.0,De 1501 a 2000,De 11 a 20%,6,6,6,Não,,,3,7,9,4,Não,Impressa e entregue pelo leiturista,9,9,10,10,9,Não,Não,Aplicativo,2ª via de conta,5,1,3,4,5,1,2,3,2,5,3,2,5,1,2,4,4,3,2,194,5.0,5.54
PIAUÍ,CANTO DO BURITI,SUL,Masculino,31 - 40,Pós Graduação/ Mestrado/ Doutorado,2,4000.0,De 3501 a 4000,2000.0,De 1501 a 2000,De 11 a 20%,9,6,7,Não,,,3,9,4,10,Não,Impressa e entregue pelo leiturista,10,9,7,7,3,Não,Sim,Eletricista/ Leiturista,Informações gerais,4,4,2,3,4,4,3,3,2,2,8,4,8,8,8,8,4,4,2,311,4.0,7.78
PIAUÍ,CANTO DO BURITI,SUL,Feminino,31 - 40,Médio completo,3,2000.0,De 1501 a 2000,666.6666666666666,De 601 a 700,De 51 a 60%,9,9,10,Sim,Porteiro/ Síndico,4.0,6,4,4,10,Sim,Impressa e entregue pelo leiturista,2,7,5,9,10,Não,Não,Não se Aplica,,6,8,8,9,9,6,9,9,8,6,2,7,1,3,4,1,8,1,8,402,1.0,20.1
PIAUÍ,CANTO DO BURITI,SUL,Feminino,41 - 50,Fundamental completo,1,1500.0,De 601 a 1500,1500.0,De 1001 a 1500,De 21 a 30%,8,8,8,Não,,,8,5,7,9,Não,E-mail,2,4,3,6,1,Não,Sim,Não se Aplica,,7,8,6,5,10,8,7,7,9,3,6,5,4,7,7,5,8,3,7,419,1.0,27.93
PIAUÍ,CANTO DO BURITI,SUL,Masculino,51 - 60,Fundamental completo,4,2533.3333333333335,De 2501 a 3000,633.3333333333334,De 601 a 700,De 61 a 70%,9,9,9,Não,,,10,6,5,9,Sim,Impressa e entregue pelo leiturista,7,5,3,6,5,Sim,Não,Telefone 0800,Informações gerais,9,3,3,6,2,1,2,7,5,9,9,10,6,1,8,8,2,4,5,396,3.0,15.63
PIAUÍ,CANTO DO BURITI,SUL,Feminino,41 - 50,Fundamental incompleto,4,2933.3333333333335,De 2501 a 3000,733.3333333333334,De 701 a 800,De 41 a 50%,3,3,6,Não,,,5,5,8,6,Sim,E-mail,10,9,10,8,9,Não,Sim,Telefone 0800,Falta de energia,9,9,10,9,10,6,10,8,8,10,10,4,10,2,4,4,3,3,5,360,3.0,12.27
PIAUÍ,CANTO DO BURITI,SUL,Feminino,41 - 50,Médio completo,6,5000.0,De 4501 a 5000,833.3333333333334,De 801 a 900,De 21 a 30%,7,1,8,Sim,Jornal,5.0,8,8,7,6,Sim,E-mail,8,9,10,8,4,Não,Não,WhatsApp,Falta de energia,4,2,7,5,6,2,6,1,8,3,8,3,6,1,2,9,6,8,5,236,1.0,4.72
PIAUÍ,CANTO DO BURITI,SUL,Feminino,Acima de 60,Médio completo,3,1650.0,De 1501 a 2000,550.0,De 501 a 600,De 81 a 90%,10,10,7,Sim,Jornal,9.0,7,4,9,8,Não,E-mail,8,9,10,8,3,Não,Não,WhatsApp,Informações gerais,7,6,1,2,2,8,2,7,5,9,5,8,2,1,1,7,3,5,10,473,2.0,28.67
PIAUÍ,CANTO DO BURITI,SUL,Feminino,18 - 30,Analfabeto,2,2400.0,De 2001 a 2500,1200.0,De 1001 a 1500,De 11 a 20%,9,9,10,Sim,Rádio,9.0,4,5,9,7,Não,Impressa e entregue pelo leiturista,8,10,4,8,8,Sim,Não,WhatsApp,2ª via de conta,7,2,2,5,5,4,10,4,3,8,10,10,8,3,6,9,1,2,5,179,5.0,7.46
PIAUÍ,FRANCISCO AYRES,SUL,Masculino,31 - 40,Superior completo,2,4000.0,De 3501 a 4000,2000.0,De 1501 a 2000,De 11 a 20%,10,10,3,Não,,,7,10,3,6,Sim,Site,9,10,3,10,8,Não,Sim,Agência,Ligação nova de energia,4,3,1,4,2,5,1,2,5,5,3,4,2,5,1,5,3,4,1,297,4.0,7.42
PIAUÍ,FRANCISCO AYRES,SUL,Feminino,41 - 50,Superior completo,3,5000.0,De 4501 a 5000,1666.6666666666667,De 1501 a 2000,De 11 a 20%,2,2,1,Sim,Rádio,6.0,10,5,8,10,Não,E-mail,8,9,10,8,3,Sim,Não,Agência,Ligação nova de energia,5,4,2,3,3,5,2,2,1,1,2,6,2,5,4,5,4,5,3,241,5.0,4.82
PIAUÍ,FRANCISCO AYRES,SUL,Feminino,18 - 30,Médio completo,1,2400.0,De 2001 a 2500,2400.0,Acima de 2000,De 11 a 20%,8,8,7,Não,,,5,8,4,6,Sim,Impressa e entregue pelo leiturista,5,2,7,10,7,Não,Não,Aplicativo,Informações gerais,2,4,1,5,2,2,1,5,2,1,6,1,4,5,1,1,5,3,2,283,3.0,11.79
PIAUÍ,FRANCISCO AYRES,SUL,Masculino,31 - 40,Médio completo,7,3733.3333333333335,De 3501 a 4000,533.3333333333334,De 501 a 600,De 31 a 40%,10,10,1,Não,,,9,6,10,3,Sim,Impressa e entregue pelo leiturista,8,9,10,10,7,Não,Sim,Eletricista/ Leiturista,Informações gerais,5,5,3,1,1,5,4,2,1,7,5,4,1,2,3,7,7,5,3,189,1.0,5.06
PIAUÍ,FRANCISCO AYRES,SUL,Masculino,51 - 60,Médio completo,2,1500.0,De 601 a 1500,750.0,De 701 a 800,De 41 a 50%,10,10,4,Sim,Rádio,4.0,6,4,4,6,Não,Impressa e entregue pelo leiturista,6,4,6,9,10,Não,Não,Telefone 0800,Falta de energia,7,1,6,7,8,1,6,6,6,10,1,4,5,6,4,2,3,1,10,347,2.0,23.13
PIAUÍ,FRANCISCO AYRES,SUL,Feminino,31 - 40,Médio completo,4,2666.6666666666665,De 2501 a 3000,666.6666666666666,De 601 a 700,De 41 a 50%,2,2,7,Não,,,6,8,7,8,Sim,Impressa e entregue pelo leiturista,4,3,6,5,2,Sim,Sim,Telefone 0800,Informações gerais,7,5,10,10,5,10,10,6,6,7,2,6,2,3,6,8,4,4,9,285,2.0,10.69
PIAUÍ,FRANCISCO AYRES,SUL,Masculino,18 - 30,Superior completo,1,3000.0,De 2501 a 3000,3000.0,Acima de 2000,De 11 a 20%,8,8,4,Sim,Carro de som,9.0,3,10,6,8,Sim,Impressa e entregue pelo leiturista,10,9,8,8,1,Não,Não,Telefone 0800,Falta de energia,7,8,8,7,9,9,9,6,9,5,2,7,1,2,4,5,2,5,5,426,3.0,14.2
PIAUÍ,FRANCISCO AYRES,SUL,Masculino,31 - 40,Fundamental completo,2,2100.0,De 2001 a 2500,1050.0,De 1001 a 1500,De 21 a 30%,7,1,10,Não,,,3,8,6,3,Não,Impressa e entregue pelo leiturista,3,5,3,9,9,Sim,Não,Telefone 0800,Reclamação,9,5,8,10,8,9,8,8,7,3,3,6,8,5,7,7,3,8,10,277,2.0,13.19
PIAUÍ,FRANCISCO AYRES,SUL,Masculino,31 - 40,Analfabeto,8,7733.333333333333,Acima de 5000,966.6666666666666,De 901 a 1000,De 11 a 20%,4,4,4,Sim,Rádio,5.0,3,5,10,10,Não,Impressa e entregue pelo leiturista,7,5,4,10,6,Sim,Sim,Telefone 0800,Informações gerais,9,5,10,9,8,10,9,5,8,6,9,5,10,9,9,7,2,5,5,162,1.0,2.09
PIAUÍ,FRANCISCO AYRES,SUL,Masculino,Acima de 60,Médio completo,2,1800.0,De 1501 a 2000,900.0,De 801 a 900,De 21 a 30%,10,5,7,Sim,Rádio,8.0,10,3,5,4,Não,E-mail,9,9,8,9,5,Não,Não,WhatsApp,2ª via de conta,10,10,5,4,10,4,4,9,10,2,2,4,3,4,2,9,7,9,10,260,3.0,14.44
PIAUÍ,JOAQUIM PIRES,PARNAÍBA,Masculino,Acima de 60,Médio completo,1,2500.0,De 2001 a 2500,2500.0,Acima de 2000,De 11 a 20%,8,8,5,Não,,,8,3,8,5,Sim,E-mail,10,9,9,9,4,Não,Sim,Aplicativo,2ª via de conta,1,1,1,4,3,2,4,2,1,8,5,8,3,4,2,4,3,2,3,483,1.0,19.32
PIAUÍ,JOAQUIM PIRES,PARNAÍBA,Feminino,41 - 50,Fundamental incompleto,3,1650.0,De 1501 a 2000,550.0,De 501 a 600,De 71 a 80%,7,1,10,Não,,,5,8,5,8,Não,Impressa e entregue pelo leiturista,2,2,7,7,9,Não,Não,Aplicativo,Informações gerais,2,1,4,4,2,5,3,4,4,1,8,4,3,4,4,4,2,5,5,429,2.0,26.0
PIAUÍ,JOAQUIM PIRES,PARNAÍBA,Masculino,Acima de 60,Superior completo,2,2900.0,De 2501 a 3000,1450.0,De 1001 a 1500,De 21 a 30%,7,1,8,Não,,,6,9,4,3,Não,Impressa e entregue pelo leiturista,7,9,8,10,6,Não,Sim,Aplicativo,2ª via de conta,3,1,5,2,5,1,5,1,2,1,1,4,1,2,5,4,4,1,5,319,2.0,11.0
PIAUÍ,JOAQUIM PIRES,PARNAÍBA,Masculino,31 - 40,Analfabeto,5,4833.333333333333,De 4501 a 5000,966.6666666666666,De 901 a 1000,De 41 a 50%,6,4,4,Sim,Rádio,5.0,3,4,6,7,Não,Impressa e entregue pelo leiturista,2,7,2,7,4,Não,Sim,Aplicativo,2ª via de conta,4,1,3,5,3,3,4,4,5,2,4,4,5,3,3,2,3,5,3,473,2.0,9.79
PIAUÍ,JOAQUIM PIRES,PARNAÍBA,Masculino,41 - 50,Médio completo,6,4000.0,De 3501 a 4000,666.6666666666666,De 601 a 700,De 61 a 70%,7,1,5,Sim,Carro de som,6.0,9,10,7,8,Não,Impressa e entregue pelo leiturista,3,5,4,4,9,Sim,Não,Eletricista/ Leiturista,Informações gerais,4,2,1,4,2,4,3,1,4,1,6,7,4,5,3,5,4,2,4,424,3.0,10.6
PIAUÍ,JOAQUIM PIRES,PARNAÍBA,Feminino,18 - 30,Analfabeto,5,3500.0,De 3001 a 3500,700.0,De 601 a 700,De 61 a 70%,9,9,9,Sim,Carro de som,7.0,9,5,9,5,Não,Impressa e entregue pelo leiturista,1,6,5,5,9,Sim,Não,E-mail,Reclamação,7,8,10,10,6,8,7,8,10,7,4,6,4,8,6,8,5,2,4,491,3.0,14.03
PIAUÍ,JOAQUIM PIRES,PARNAÍBA,Feminino,Acima de 60,Fundamental completo,8,6400.0,Acima de 5000,800.0,De 701 a 800,De 21 a 30%,10,10,10,Não,,,7,5,6,9,Sim,Impressa e entregue pelo leiturista,6,5,4,4,9,Sim,Sim,E-mail,Reclamação,7,9,10,7,7,5,8,8,8,2,5,7,4,1,5,4,5,5,9,198,2.0,3.09
PIAUÍ,JOAQUIM PIRES,PARNAÍBA,Feminino,Acima de 60,Médio completo,3,1300.0,De 601 a 1500,433.3333333333333,De 401 a 500,De 51 a 60%,1,1,3,Não,,,4,6,4,5,Não,E-mail,7,9,9,9,2,Não,Sim,E-mail,Informações gerais,8,8,5,5,7,9,6,8,6,3,4,6,1,4,5,5,1,3,7,256,2.0,19.69
PIAUÍ,JOAQUIM PIRES,PARNAÍBA,Feminino,18 - 30,Médio completo,1,2200.0,De 2001 a 2500,2200.0,Acima de 2000,De 21 a 30%,7,7,9,Sim,Porteiro/ Síndico,6.0,7,9,3,6,Não,Impressa e entregue pelo leiturista,2,1,4,8,1,Não,Sim,Telefone 0800,Informações gerais,5,10,6,9,7,6,10,10,6,1,1,8,3,2,1,5,5,5,7,493,3.0,22.41
PIAUÍ,JOAQUIM PIRES,PARNAÍBA,Feminino,31 - 40,Fundamental incompleto,2,1900.0,De 1501 a 2000,950.0,De 901 a 1000,De 11 a 20%,10,5,5,Sim,Porteiro/ Síndico,5.0,6,5,9,4,Não,E-mail,7,9,9,9,8,Sim,Não,WhatsApp,2ª via de conta,7,8,1,6,9,7,4,2,10,4,7,7,8,10,1,6,4,2,6,169,2.0,8.89
PIAUÍ,PARNAIBA,PARNAÍBA,Feminino,41 - 50,Fundamental incompleto,1,1900.0,De 1501 a 2000,1900.0,De 1501 a 2000,De 11 a 20%,2,2,10,Não,,,10,8,8,9,Sim,Impressa e entregue pelo leiturista,7,5,2,7,10,Não,Não,Agência,Parcelamento de conta,4,3,1,4,2,4,4,4,3,5,1,5,5,1,1,2,5,5,5,310,5.0,16.32
PIAUÍ,PARNAIBA,PARNAÍBA,Feminino,31 - 40,Analfabeto,3,1300.0,De 601 a 1500,433.3333333333333,De 401 a 500,De 41 a 50%,10,10,10,Não,,,8,7,10,4,Sim,Impressa e entregue pelo leiturista,10,9,2,9,9,Sim,Não,Aplicativo,Informações gerais,1,4,5,4,4,3,2,5,1,5,3,4,4,4,5,1,4,2,2,200,1.0,15.38
PIAUÍ,PARNAIBA,PARNAÍBA,Masculino,41 - 50,Médio completo,3,2500.0,De 2001 a 2500,833.3333333333334,De 801 a 900,De 41 a 50%,10,5,8,Sim,Rádio,5.0,7,4,9,7,Sim,Aplicativo,8,5,5,3,1,Não,Não,Aplicativo,2ª via de conta,4,3,3,1,5,5,4,5,3,7,3,4,2,1,1,4,3,1,4,393,1.0,15.72
PIAUÍ,PARNAIBA,PARNAÍBA,Feminino,51 - 60,Fundamental completo,3,4000.0,De 3501 a 4000,1333.3333333333333,De 1001 a 1500,De 31 a 40%,8,8,8,Não,,,7,10,6,10,Sim,Impressa e entregue pelo leiturista,7,1,3,9,9,Não,Sim,Eletricista/ Leiturista,Informações gerais,4,3,1,1,4,4,5,1,4,4,8,8,5,2,6,7,7,8,1,437,2.0,10.92
PIAUÍ,PARNAIBA,PARNAÍBA,Feminino,51 - 60,Fundamental completo,2,1650.0,De 1501 a 2000,825.0,De 801 a 900,De 51 a 60%,9,9,9,Sim,Jornal,4.0,6,5,9,7,Sim,E-mail,6,1,1,6,2,Sim,Não,Telefone 0800,Falta de energia,3,6,3,2,7,2,10,4,8,2,6,5,3,10,9,5,5,4,9,433,2.0,26.24
PIAUÍ,PARNAIBA,PARNAÍBA,Feminino,31 - 40,Fundamental completo,6,4800.0,De 4501 a 5000,800.0,De 701 a 800,De 21 a 30%,8,8,8,Não,,,10,3,10,8,Não,E-mail,7,9,7,10,4,Não,Não,Telefone 0800,Falta de energia,7,5,9,5,8,10,10,10,6,2,8,9,6,1,5,3,6,3,6,242,2.0,5.04
PIAUÍ,PARNAIBA,PARNAÍBA,Masculino,31 - 40,Fundamental incompleto,1,2200.0,De 2001 a 2500,2200.0,Acima de 2000,De 21 a 30%,3,3,3,Sim,Jornal,8.0,9,8,5,7,Não,E-mail,7,2,4,5,6,Não,Não,Telefone 0800,Falta de energia,10,8,7,10,10,9,7,6,7,1,2,5,8,1,6,2,2,2,8,465,3.0,21.14
PIAUÍ,PARNAIBA,PARNAÍBA,Feminino,18 - 30,Superior completo,5,5833.333333333333,Acima de 5000,1166.6666666666665,De 1001 a 1500,De 41 a 50%,7,5,7,Sim,Porteiro/ Síndico,4.0,10,7,6,7,Sim,Impressa e entregue pelo leiturista,10,9,8,10,7,Sim,Sim,Telefone 0800,Falta de energia,10,9,6,10,9,9,8,5,9,3,7,5,7,2,3,3,3,8,10,490,1.0,8.4
PIAUÍ,PARNAIBA,PARNAÍBA,Feminino,Acima de 60,Médio completo,5,3333.3333333333335,De 3001 a 3500,666.6666666666667,De 601 a 700,De 61 a 70%,7,7,7,Sim,Carro de som,7.0,7,5,9,8,Não,E-mail,9,9,10,10,4,Não,Sim,WhatsApp,2ª via de conta,3,2,3,8,8,4,1,7,2,10,5,10,4,5,3,6,4,4,10,441,2.0,13.23
PIAUÍ,PARNAIBA,PARNAÍBA,Masculino,41 - 50,Analfabeto,3,2900.0,De 2501 a 3000,966.6666666666666,De 901 a 1000,De 11 a 20%,7,1,10,Não,,,5,6,7,6,Não,Impressa e entregue pelo leiturista,9,6,1,8,6,Sim,Sim,WhatsApp,2ª via de conta,7,6,3,10,9,1,7,7,5,6,7,1,6,5,3,3,7,8,8,174,1.0,6.0
PIAUÍ,SIGEFREDO PACHECO,METROPOLITANA,Feminino,Acima de 60,Médio completo,2,2000.0,De 1501 a 2000,1000.0,De 901 a 1000,De 11 a 20%,8,8,7,Não,,,10,3,7,8,Sim,Impressa e entregue pelo leiturista,7,5,3,9,1,Não,Não,Agência,Religação de energia,5,1,4,3,4,4,5,4,5,2,6,5,5,5,1,5,2,5,2,185,2.0,9.25
PIAUÍ,SIGEFREDO PACHECO,METROPOLITANA,Feminino,18 - 30,Fundamental completo,3,2400.0,De 2001 a 2500,800.0,De 701 a 800,De 21 a 30%,3,3,3,Sim,Rádio,8.0,8,7,5,4,Sim,Impressa e entregue pelo leiturista,6,4,5,5,6,Não,Não,Agência,Religação de energia,5,3,1,3,4,5,3,1,2,6,2,4,4,5,2,2,1,2,2,195,1.0,8.12
PIAUÍ,SIGEFREDO PACHECO,METROPOLITANA,Feminino,51 - 60,Fundamental completo,3,1500.0,De 601 a 1500,500.0,De 401 a 500,De 61 a 70%,8,8,8,Sim,Jornal,8.0,10,8,9,4,Sim,Impressa e entregue pelo leiturista,8,4,5,8,6,Não,Não,Aplicativo,2ª via de conta,4,3,1,1,2,2,5,1,4,5,8,5,6,5,2,4,5,4,1,318,2.0,21.2
